text,labels,predictions,probabilities,pred_comb
"Minha mãe: eu vou ironizar, vou fazer uma ironia ironizar ",ironia,ironia,0.9999992747282868,ironia
"diálogo ontem com a mae: ""ta mas não o fim do mundo não ir pra praia"" e eu: ""é sim, amanhã"". após um loading, ela tem um ataque de risos",ironia,ironia,0.999999277555851,ironia
"De fome não morro! icicestparis precosiguaisaobrasil   Paris,… ",ironia,ironia,0.9999992775558512,ironia
 ohhh clarinhaaaa TadinhAA ela é uma pessoa tão boa rs ,ironia,ironia,0.999999280372392,ironia
"AVISO IMPORTANTE... TEXTO CARREGADO DE  . Assunto da semana... Maju, a Globeleza que foi... ",ironia,ironia,0.9999992517057084,ironia
asi de simple o mas claro? feliztarde poeima Ironía buenastardes Indirectas,ironia,ironia,0.9999992803723918,ironia
 incrível como você é admirado... ,ironia,ironia,0.999999283177952,ironia
"Meu Deus, que papo esquerdalhaaaaa. Nosssaaaa  ",ironia,ironia,0.9999992775558508,ironia
Que alegria dormir 6 horitas  muerte,ironia,ironia,0.9999992690399142,ironia
Mais uma vez a arbitragem está ajudando o Corinthians. Quer vergonha! ,ironia,ironia,0.9999992747282866,ironia
 mais um golpista! ,ironia,ironia,0.9999992661790196,ironia
Mais um email do stor...com boas noticias...,ironia,ironia,0.9999992487769694,ironia
Precioso cable delante fachada San Felipe Neri      .twitter.com/sHOUKkE7Nm,ironia,ironia,0.9999992633069272,ironia
 Imagina! Legal bagarai  ficou tão decepcionado quanto eu na hora que ela vira pendrive?,ironia,ironia,0.9999992747282866,ironia
periodismo serio.  humor,ironia,ironia,0.9999992803723918,ironia
Agripino - prefeito biônico da época da ditadura - falando de democracia na  ,ironia,ironia,0.9999992633069276,ironia
"Pra mim ultrapassou as estatística ,mais vamos lá contagem regressiva ...  Hahaha ? Aaah é o destino ...",ironia,ironia,0.9999992803723918,ironia
tou mesmo preparado para ir para o secundário ,ironia,ironia,0.9999992747282864,ironia
Adoro como o atendimento por telefone da  é eficiente . Será que vou esperar 56min q nem na última vez? ¬¬,ironia,ironia,0.9999992803723916,ironia
" Tem que botar tag agora, cara. Tipo   AgoraSouMengão EBMPica SmurfForever",ironia,ironia,0.9999992633069276,ironia
vi a previsão do tempo aqui e: QUE LEGAL QUE VAI CHOVER O FDS INTEIRO NÃO É MESMO? ,ironia,ironia,0.9999992690399144,ironia
 nunca na vida amor  ,ironia,ironia,0.9999992604235944,ironia
que maldadeee.. acho que nenhum torcedor do Bahia torce por isso ,ironia,ironia,0.9999992775558508,ironia
Excelente  que manera de fabricar N°1 !!!     CamaIncendiada,ironia,ironia,0.999999283177952,ironia
Pezão reúne deputados para discutircontrapartidas do Plano Fiscal  economia,n_ironia,n_ironia,0.0012448433020883,n_ironia
"OMD?! Demorei tantooo para chegar lá, que difícil, que vergonha, não acham?!  sarcasmo",ironia,ironia,0.9999992803723918,ironia
Amo perder o sono...  ,ironia,ironia,0.9999992690399142,ironia
Que bonito todo. ,ironia,ironia,0.9999992690399144,ironia
premiere com comentaristas bem imparciais !!!  (risos),ironia,ironia,0.999999283177952,ironia
Eu adoro a minha dt ,ironia,ironia,0.9999992546230292,ironia
Domingo divertidísimo. Ironía,ironia,ironia,0.9999992747282864,ironia
O ambiente ca em casa esta  ,ironia,ironia,0.9999992633069276,ironia
Aí aí esses sentimentos são tão verdadeira que me inspiram a alma! ,ironia,ironia,0.9999992775558512,ironia
 é um cara genial. ,ironia,ironia,0.9999992575289764,ironia
"adoro o facto de todos os amores perfeitos"" só serem entre pessoas bonitas """,ironia,ironia,0.9999992633069272,ironia
"Alguém precisa inventar DLC pra essa vida. Ela tá muito fácil, ainda mais para quem mora no Brasil. ",ironia,ironia,0.9999992604235944,ironia
Poxa o ubber tbm podia melhorar né humor  ,ironia,ironia,0.9999992747282866,ironia
pq será né?  Seleção?? Acho q não né...,ironia,ironia,0.9999992775558512,ironia
Só gente boa!  podepiorar cunhatemqueperderomandatoFavoritos na Câmara têm pendências judiciais... ,ironia,ironia,0.9999992775558512,ironia
Parabéns à  por toda transparência ao passar informações de falhas nas linhas dos trens.  ,ironia,ironia,0.9999992747282866,ironia
O LFV a falar sobre seriedade e credibilidade no restaurante onde enche e barriga aos árbitros  KitEusébio,ironia,ironia,0.9999992690399142,ironia
"quando for 23:59 ouça ""um minuto para o fim do mundo"" — me obrigue http://t.co/TFlYpq4A",ironia,ironia,0.9999992747282866,ironia
  Feixista! Aixo es el que ets! Thas d'espanyolitzar!!! ,ironia,ironia,0.9999992690399142,ironia
Como é bom. ,ironia,ironia,0.9999992517057084,ironia
"Claro que somos levados ao colo, . Não nos podemos cansar. Temos de festejar no MARQUÊS!  CarregaBenfica",ironia,ironia,0.9999992487769696,ironia
sabemos bem quem é o dono da verdade... maior que o palmeiras e que a sua torcida... ,ironia,ironia,0.999999280372392,ironia
Ta brutal,ironia,ironia,0.9999992661790196,ironia
"Menos eu, que além de lindo, simpático, didático, e humilde, sou um ÓTIMO jogador.humor  autoraio",ironia,ironia,0.9999992803723918,ironia
"Pensei que tinham proibido as pessoas de portarem facas. Aumentem a pena para quem portar faca na praia, quem sabe resolve.  ",ironia,ironia,0.9999992575289764,ironia
"Desesperado uma ova. Dunga tá tranquilo, Thiago Silva não sabe de nada, pênalti é loteria e nóis é penta.",ironia,ironia,0.9999992718896554,ironia
"Sua idade esta na sua cabeça, q aposentar q nada. Vamos trabalhar. 80 são os novos 40. ",ironia,ironia,0.999999283177952,ironia
A mais gira!!   ,ironia,ironia,0.9999992661790196,ironia
Nem queria tanta companhia para ir ao ginásio ,ironia,ironia,0.9999992517057082,ironia
Esperar ajuda dos outros pra morrer com competencia  ,ironia,ironia,0.9999992718896556,ironia
Dominos Pizza anuncia boicote à JBS em nome de transparência e ética  economia,n_ironia,n_ironia,0.0012472739770557,n_ironia
Esses comunistas estão por toda parte! Cuba socialismo Rússia mortadela Pt… ,ironia,ironia,0.9999992803723918,ironia
Se você não quer namorar comigo tudo bem... Eu te crio no The Sims ironic  éoamor,ironia,ironia,0.9999992747282866,ironia
Eu abri mao de ti e deixei-te ser feliz sem mim!  HO,ironia,ironia,0.9999992633069276,ironia
Gostaria de saber se tem alguma ticket especial que pode sentar no meio do banco e ñ deixar ngm mais sentar :D ,ironia,ironia,0.9999992690399144,ironia
Feliz dia mundial da terra  ,ironia,ironia,0.9999992458367678,ironia
"Valha, tão nova pra ser estressadaEstresse? Minha filha, você não sabe o que é estresse não ",ironia,ironia,0.9999992747282866,ironia
"estrupou beleza, mas porte de arma é insaseitavel! A cada dia melhor ",ironia,ironia,0.9999992859725744,ironia
Sei tanta coisa sobre eles ,ironia,ironia,0.9999992487769694,ironia
 Sério ou ?,ironia,ironia,0.9999992690399144,ironia
"Ela só queria um abraço, Marcos! Seu monstro! Tadinha!  bbb17  bomavisar",ironia,ironia,0.9999992747282864,ironia
Tsipras negociando? Então podemos ficar tranquilas.  ,ironia,ironia,0.9999992339604342,ironia
Ainda bem que surgiu a oposição do Fábio Jr. no Grêmio. Agora vai.,ironia,ironia,0.9999992718896554,ironia
"Bem, liguei pra ele e o mesmo disse que não quer falar, to com medo será que ele ja me viu pelado??  BrincandoComAPiada haha",ironia,ironia,0.9999992803723918,ironia
E que grande  o comercial da  veicular durante o doc do O.J. justamente quando citam os conflitos raciais de 65/68 em L.A.,ironia,ironia,0.9999992661790196,ironia
To beu contente de a escola começar segunda feira :D,ironia,ironia,0.9999992747282864,ironia
godimento  e cultura con  tsff28 festival igerstrieste Trieste… ,ironia,ironia,0.9999992517057082,ironia
 Nada... ,ironia,ironia,0.9999992575289764,ironia
So recebi por agora 2 prendas uhu que diversão!! ,ironia,ironia,0.999999277555851,ironia
Existe coisa melhor que ficar na fila pra entrar no trabalho!?!? ,ironia,ironia,0.999999277555851,ironia
Que sorpresa  Ironía ,ironia,ironia,0.9999992633069276,ironia
"Pois é. Pois é. Não é possível que esses estudantes bestas queiram mesmo comida, Educação e segurança. ",ironia,ironia,0.9999992718896554,ironia
PossoMais evitar o consumismo desenfreado que destrói o mundo a cada dia. Até por que o meu cartão de crédito estourou ,ironia,ironia,0.9999992399217968,ironia
coxa ,ironia,ironia,0.9999989811907544,ironia
"Painel 2 - Empreendorismo, Inovação e Desenvolvimento da Economia do Mar Business2Sea2017",n_ironia,n_ironia,0.0012448433020883,n_ironia
"Mimimi, só falam de política na véspera da eleição"" ""Mimimi, a eleição já foi, chega de falar disso""  MentePequena""",ironia,ironia,0.9999992775558512,ironia
Intenção de consumo em Vitória atinge menor nível da história do índice  notícias Economia ,n_ironia,n_ironia,0.0012448433020883,n_ironia
Engraçado como Deus tem chamado para todos e o melhor da terra! Mas existe muito fiéis seguidores passando fome!pense Deus ,ironia,ironia,0.999999280372392,ironia
"  vini sendo... vini, engraçado que ele tá sendo sarcástico falando de ",ironia,ironia,0.9999992718896556,ironia
obrigado por padronizarem o Balanço Patrimonial… tá facilitando bastante minha vida ,ironia,ironia,0.9999992803723918,ironia
"Para isto eles"" têm tempo!     rindodanossacara""",ironia,ironia,0.9999992661790194,ironia
Essa nossa ilha das bananas de ferro chamada República dos Estados Unidos do Brasil  JoséSerra,ironia,ironia,0.9999992718896556,ironia
Me encanta no poder dormir ironía,ironia,ironia,0.9999992718896556,ironia
Naaaaao ele anda de ônibus? Não pode que absurdo ,ironia,ironia,0.9999992747282866,ironia
Esses Golpistas não podem falar nada.  Os golpes desses direitistas coxinhas são tão sujos quanto os nossos  ,ironia,ironia,0.9999992747282866,ironia
 eu estou vendo a plaquinha  erguida atrás da sua cabeça.,ironia,ironia,0.9999992718896554,ironia
"EXCLUSIVO: para evitar impeachment, Lula tenta convencer Temer a escrever outra carta para Dilma",ironia,ironia,0.9999991940553796,ironia
" eu também, lá e cá.   é o DT do meu time sair pro time da minha simpatia no . Espero essa troca toda dar na mudança certa",ironia,ironia,0.9999992690399142,ironia
CBF confirma realização da última rodada! Parabéns. ,ironia,ironia,0.9999992604235944,ironia
Em 31 estados os premiums do Obamacare subiram dois dígitos e pessoal de esquerda aplaude ,ironia,ironia,0.9999992458367678,ironia
"Bandido bom,  nao é bandido morto nao!  MAGINA,  QUE ISSO!!!  !  Passagem pela policia?  -Varias!  A... ",ironia,ironia,0.9999992690399142,ironia
Belpaese che vai... necessità che trovicorvorosso vignette  ,ironia,ironia,0.9999992690399142,ironia
Absurdo! Faltando água em SP e essa PTralha inaugurando bomba no nordeste.  ,ironia,ironia,0.999999283177952,ironia
"Aí você pensa: ""O que vestir no fim do mundo?"" e encontra um sites que vende roupas para o fim do mundo -q",ironia,ironia,0.9999992517057082,ironia
Relaxa. O melhor piloto da Formula 1 depois do Ayrton Senna tá lá.   Treta,ironia,ironia,0.9999992661790196,ironia
"Amo literatura, amo mesmo!  ebooks. literatura. . noçõesbásicas. entretenimento. ",ironia,ironia,0.9999992747282868,ironia
Um pouquinho da nossa igualdade mundial.  malandragem jeitinhobrasileiro ,ironia,ironia,0.9999992633069272,ironia
Sim ando numa escola de música k são mais três disciplinas pra estudar né como tenho poucas ,ironia,ironia,0.999999277555851,ironia
Evolução nítida no futebol.  Há muitos anos não nos livravamos do rebaixamento com tanta antecedência. ,ironia,ironia,0.9999992633069276,ironia
Se a mulher é xingada pela homem ou descriminada todos se mordem e agora pq quando o nego é descriminado todos n se mordem tb? ,ironia,ironia,0.9999992661790194,ironia
KKK ATÉ AS MINA SAO MAIS MACHO Q OS CARA Q SENTA E CHORA NO CAMPO KKK PQ CHORAR E MOSTRAR FRAQUEZA é COISA D VIADO KKK ,ironia,ironia,0.9999992661790196,ironia
Se'n diu   ,ironia,ironia,0.9999992369469372,ironia
"A vida é cheia de , havia acabado de instalar esse pendurador no quarto qndo fui pra cozinha e… ",ironia,ironia,0.9999992775558512,ironia
Comissão Europeia recomenda saída de Portugal do Procedimento por Défice Excessivo. economia UE défice,n_ironia,n_ironia,0.0012448433020883,n_ironia
"  Ainda bem, poderia ter colocado a hashtag  ou sqn pra ficar evidente ",ironia,ironia,0.9999992633069276,ironia
"RT @MatheusFlip92: @japinhaf_ Não viaja mew, ta começando o fim do mundo. kkkkkkkkkkkkkkkkkkkk",ironia,ironia,0.9999992690399142,ironia
"Renan Calheiros, meu malvado favorito. ",ironia,ironia,0.9999992661790196,ironia
Na China se da prisão perpétua p políticos q cometem corrupção! ParabénsBrasil  ,ironia,ironia,0.9999992803723918,ironia
. Tô vendo mais a cara do Sérgio Moro durante o dia que a da minha própria mulher. Ohhh vida. semnoção,ironia,ironia,0.9999992718896554,ironia
"  É,  ... Vc ñ deve confiar muito na mídia marrom não... Todo cuidado é pouco. ",ironia,ironia,0.9999992718896556,ironia
"Economia A exigência de 25 anos de contribuição, como prevê a reforma da Previdência, vai dificultar a... ",n_ironia,n_ironia,0.0012472739770557,n_ironia
"Amanhã Volto a rotina, cara to morrendo de Saudades de Nazaré!!! ",ironia,ironia,0.9999992803723916,ironia
Absurdo total!!! Hehe ,ironia,ironia,0.9999992803723918,ironia
    É gravada pra ela ter tempo de ir pra casa ouvir o panelaço. ,ironia,ironia,0.9999992747282866,ironia
quem escreveu a notícia da semana passada já acabou o estágio e agora ng sabe mesmo o q se passou.  ,ironia,ironia,0.999999283177952,ironia
Vaaaaaa una altra bona notícia ,ironia,ironia,0.9999992546230292,ironia
domingo eu na tmp fazendo almoço e em maratona de matemática olha n pode melhorar ,ironia,ironia,0.9999992690399142,ironia
Temos mesmo um bom serviço de saude ,ironia,ironia,0.9999992604235944,ironia
Iniziamo la settimana con .colloquio job lavoro battipaglia Salerno linguaInglese duepuntiscuola,ironia,ironia,0.9999992487769696,ironia
Sem Facebook? Fazia tempo que não se trabalhava tanto. Deve ser jogada do Estado para o povo produzir. ,ironia,ironia,0.9999992803723916,ironia
 a esperança é a última a morrer ,ironia,ironia,0.9999992633069276,ironia
" e as ites"" da vida?!Fica difícil trabalhar....""",ironia,ironia,0.9999992775558512,ironia
Ivete tendo uma síncope com a troca de nomes. Claudinha não! kkkkkkk  TheVoiceKids Nãoéamamãe,ironia,ironia,0.9999992633069272,ironia
"Opções para o ""fim do mundo"" vão de bunker a bar: O suposto fim do mundo profetizado pelos maias levareaacute; n... http://t.co/fn0GpPxu",ironia,ironia,0.9999992428850588,ironia
 ahah claro que sim  acima de  tudo XD,ironia,ironia,0.9999992803723918,ironia
"Tá serto"". Errado é ele que não compra uma cadeira, não compra material, não compra remédios  """,ironia,ironia,0.9999992747282866,ironia
Que injustiça com o quase gol  ,ironia,ironia,0.9999992487769694,ironia
" desde 35.000 a 75.000 euros x assessor/a ...paga el poble, no passa rés... """,ironia,ironia,0.9999992690399142,ironia
Aquele comentário muito bonito! ,ironia,ironia,0.9999992803723916,ironia
Diego Escosteguy vai mandar repórter investigar os casos Miriam Dutra/FHC e Serra/funcionária fantasma? ,ironia,ironia,0.9999992775558508,ironia
ué... mas a corrupção não começou agora?  ,ironia,ironia,0.9999992803723916,ironia
A bancada evangelica n curtiu seu comentário ,ironia,ironia,0.9999992747282864,ironia
Os funcionários do Subway trabalham com uma alegria contagiante ,ironia,ironia,0.9999992369469372,ironia
"Economia.Planos de saúde sofrem aumento de até 13,55% ",n_ironia,n_ironia,0.0012472739770557,n_ironia
Que maravilha de dia! Deus existe e ele me ama muito :D ,ironia,ironia,0.9999992690399142,ironia
Causa esubero cedo sfiga a costo zero!!!buongiornoFFVergognatiEuropa  colpadellestelle,ironia,ironia,0.9999992775558508,ironia
Europa tra coraggio e...corvorosso vignette  ,ironia,ironia,0.9999992428850588,ironia
Quando o Aécio assume? é logo após a votação?  brincs zuêra,ironia,ironia,0.9999992775558508,ironia
Economia: Governo Central têm melhor resultado para abril em 3 anos ,n_ironia,n_ironia,0.0012448433020883,n_ironia
"O Mundo não terminou, então, o fim mês, que é o fim do mundo em parcelas, vou de mega da virada, alguém vai acertar, E esse cara sou eu!!",ironia,ironia,0.9999992546230292,ironia
Pior que FHC? É isso mesmo? Confere produção??  ptfail forapt fhcsalvouptfodeu ,ironia,ironia,0.9999992718896556,ironia
adoro quando carrega os snaps de todo mundo menos das pessoas que eu quero ,ironia,ironia,0.9999992690399142,ironia
Faustão ta de vermelho criticando Michel Temer. Coincidência? ,ironia,ironia,0.9999992633069276,ironia
Barça emprestou o Montoya a Inter mas não deu muito certo. Os laterais da Inter são tao espetaculares que ele quase não jogou. ,ironia,ironia,0.9999992690399142,ironia
 Onde é a sede da Lusa? Estou na sede do Flumilixo! Estou no mesmo hotel do pai de um muleke deles um tal de Felipe! ,ironia,ironia,0.9999992546230292,ironia
Torcida do São Paulo gritando Michel ?  FalaTorcedor LibertadoresFoxSports,ironia,ironia,0.9999992718896556,ironia
Quero ser juíza federal. Admitir que roubei milhões de um tribunal (TRF) e continuar dirigindo carro penhorado pela justiça. Tsc. ,ironia,ironia,0.9999992690399142,ironia
Ya sinto me importante quando não me respondem ,ironia,ironia,0.9999992747282864,ironia
"aula de português , não creio ?// aula pra mim , é onde tem lição não a onde a gente faz o que ?/// ",ironia,ironia,0.9999992859725744,ironia
Aí temos que esperar até 21 de Maio. Isso ae Brasil! Que orgulho hein! ,ironia,ironia,0.9999992747282868,ironia
Bonita semana me espera ,ironia,ironia,0.9999992517057082,ironia
Lei da gorjeta agrada garçons e patrões  economia,n_ironia,n_ironia,0.0012448433020883,n_ironia
tu não acha que seria desumano não salvar o rival??? ,ironia,ironia,0.999999283177952,ironia
"Engraçado, eu não fico lendo por aí que a nacionalidade do imperador Júlio César é italiana. ",ironia,ironia,0.9999992604235944,ironia
"Irônico é o Eu verídico"" ser o maior mentiroso d todos os tempos KKKKKKKKKKK  XuxaNaRecord WhereAreUNowVMA TeenChoiceAwards """,ironia,ironia,0.9999992747282868,ironia
 porra! Ja te falei...coloca  pra eu entender hahaha,ironia,ironia,0.9999992747282864,ironia
Maria Silvia Bastos Marques pede demissão da presidência do BNDES  notícias Economia ,n_ironia,n_ironia,0.0012448433020883,n_ironia
pelopo2 — 10 es mi amor   ,ironia,ironia,0.9999992747282866,ironia
as pessoas estão cada vez mais amáveis com os demais. .,ironia,ironia,0.9999992803723918,ironia
FelizAniversarioLuaBlanco uma das 100 maiores brasileiras de todos os tempos  O que um fã-clube nao faz né?!!,ironia,ironia,0.9999992775558512,ironia
Madeira com grande procura na Feira do Livro em Lisboa  cultura destaque economia,n_ironia,n_ironia,0.0012448433020883,n_ironia
Parabéns.... diretoria e técnico...: vamos longe assim... ,ironia,ironia,0.9999992775558512,ironia
"Esperando um e-mail com NF de cliente, me passa um spam com uma NF em anexo. O detalhe: fazia uns 6 meses que não recebia spam. ",ironia,ironia,0.9999992604235944,ironia
" ahhh, a Ditadura da informação, melhor repassar , pois o vizinho do primo do amigo disse que é... ",ironia,ironia,0.999999283177952,ironia
Ao menos o ~fim do mundo~ trouxe essa chuvinha boa..,ironia,ironia,0.9999992633069276,ironia
"Consegui sujar minha blusa branca nova de molho vermelho, parabéns para mim  ",ironia,ironia,0.9999992690399142,ironia
Que despertares mas lindos tengo Ironía ,ironia,ironia,0.9999992803723918,ironia
Por que uma sociedade poupadora enriquece e uma sociedade consumista empobreceEconomia ,n_ironia,n_ironia,0.0012448433020883,n_ironia
"Muito triste que no Brasil não existe o filtro de DeadPool. Não é justo. Sim, essa é a minha maior preocupação no dia de hoje. ",ironia,ironia,0.9999992633069276,ironia
 e por sinal comediante. E viva o guerreiro. ,ironia,ironia,0.9999992747282868,ironia
Que simpática eres. ,ironia,ironia,0.9999992718896556,ironia
TODOS os políticos delatados negam veementemente. Ufa! Graças a Deus! Sempre soube que a nossa classe política era super honesta. ,ironia,ironia,0.9999992747282868,ironia
não são muito piores que os pregos de hoje! ,ironia,ironia,0.9999992661790194,ironia
"Complimenti: gioco fluido,verticalizzazioni imprevedibili,coraggio e tanta tenacia inter  amala",ironia,ironia,0.9999992487769694,ironia
Percebi que tenho que toma banho de novo pela oitava vez so de noite calor ,ironia,ironia,0.9999992747282868,ironia
So musica foda ,ironia,ironia,0.9999992575289764,ironia
Desculpem não sabia que eu não poderia expor minha opinião =`( ,ironia,ironia,0.999999283177952,ironia
" Valeu pelo agradecimento no video , não tem de que  hahahaha",ironia,ironia,0.9999992803723918,ironia
Na cabeça da esquerda é assim que resolveremos o problema da criminalidade juvenil ,ironia,ironia,0.999999245836768,ironia
"ENEM, materialização da doutrinação comunista, gayzista e feminazi! O mundo ta acabando mesmo!",ironia,ironia,0.9999992747282864,ironia
Sorte que eu tenho o pai que eu tenho se eu nao tivesse tava fudido pprto .com,ironia,ironia,0.999999283177952,ironia
Esse juiz é muito bom em FigurasDeLinguagem ,ironia,ironia,0.9999992747282866,ironia
Oeste aumenta produção e pode se ... .Veja mais detalhes no site.   Economia Notícias NotíciasEmDestaque,n_ironia,n_ironia,0.0012472739770557,n_ironia
" Falta 5 minutos pra bomba explodir no filme , más o filme ainda tem 40 minutos de duração ..e nada acontece. """,ironia,ironia,0.999999283177952,ironia
"A galera que curte basquete e xingou a Argentina está torcendo para a Argentina agora? Se perderem, Brasil fora...",ironia,ironia,0.9999992604235944,ironia
Programa de incentivo à inovação e empreendedorismo é lançado no ES  notícias Economia ,n_ironia,n_ironia,0.0012448433020883,n_ironia
